연번,사업장명,주소,위도,경도,데이터기준일자
215,이나마트(산정동),광주광역시 광산구 산정공원로 79(산정동 934-5),35.17476833,126.8063158,2024-04-30
216,한두레마트 운남점,광주광역시 광산구 사암로390번길 43(월곡동 679-13),35.17933884,126.8103676,2024-04-30
217,CU산정원룸점,광주광역시 광산구 산정공원로 95(산정동 912-12),35.17605894,126.8064595,2024-04-30
218,I마트 하남점,광주광역시 광산구 하남대로54번안길 42-8(하남동 577),35.17785475,126.7978764,2024-04-30
219,GS25운남주공점,광주광역시 광산구 사암로340번길 30(월곡동 685-1),35.17450957,126.809397,2024-04-30
220,세븐일레븐 광주산정공원로점,광주광역시 광산구 산정공원로 60(월곡동 509-8),35.17287371,126.8063925,2024-04-30
221,임곡농협,"광주광역시 광산구 고봉로 807, 1층(임곡동 780)",35.21979643,126.7426222,2024-04-30
222,대방플러스마트,"광주광역시 광산구 용아로297번길 17, 상가 118동 103호(산정동 1125)",35.16950493,126.8020098,2024-04-30
223,씨유광주산정점,광주광역시 광산구 산정로 33-9(산정동 962-1),35.16953909,126.8032295,2024-04-30
224,씨유 월곡원룸점,광주광역시 광산구 월곡중앙로 16(월곡동 602-7),35.16763561,126.8109891,2024-04-30
225,금호하이퍼마켓,"광주광역시 광산구 월곡산정로 80, 금호타운상가 105호(월곡동 613-1)",35.16577515,126.8111785,2024-04-30
226,미니스톱 월곡희망점,광주광역시 광산구 목련로 81(월곡동 510-14),35.1724665,126.8066348,2024-04-30
227,씨유월곡산정공원로점,광주광역시 광산구 산정공원로60번길 22(월곡동 510-8),35.17265436,126.8073237,2024-04-30
228,드림디포(광산점),광주광역시 광산구 월곡동 682-4 초원빌딩 1층,35.17569154,126.8111985,2024-04-30
229,월드미니마트,"광주광역시 광산구 산정공원로 83번길 16, 1층(산정동)",35.17501479,126.8063391,2024-04-30
230,아시아종합마트,광주광역시 광산구 산정공원로94번길 18(월곡동 495-6),35.17570011,126.8074264,2024-04-30
231,푸드마켓 월곡점,광주광역시 광산구 월곡로 33(월곡동 574-4),35.16898168,126.813126,2024-04-30
232,씨유 월곡중앙점,"광주광역시 광산구 월곡중앙로41번길 18, 1층(월곡동 543-5)",35.17010733,126.8101911,2024-04-30
233,세븐일레븐월곡희망점,"광주광역시 광산구 산정공원로94번길 22, 1층(월곡동 495-7)",35.17570135,126.8075776,2024-04-30
234,뉴할인마트본점,"광주광역시 광산구 월곡로 7, 1층(월곡동 550-18)",35.16913504,126.8099043,2024-04-30
235,한성D마켓,"광주광역시 광산구 월곡산정로 96-21, 한성2차아파트 209동 1층 6호(월곡동 614-2)",35.16439529,126.8131136,2024-04-30
236,타이 아시아 마트,"광주광역시 광산구 월곡중앙로33번길 28, 1층점포(월곡동 547-4)",35.16949721,126.8094514,2024-04-30
237,아시아마트,"광주광역시 광산구 산정로6번길 12, 1층(산정동 977-4)",35.16694139,126.8037363,2024-04-30
238,씨유산정목련로점,광주광역시 광산구 목련로 64(산정동 942-1),35.17220708,126.8046024,2024-04-30
239,(유)일일구식자재,광주광역시 광산구 사암로 319(월곡동 315-33),35.17280149,126.8088232,2024-04-30
240,씨유 영천마을점(CU),"광주광역시 광산구 사암로340번길 30, 분산상가동 1층 101,102호(월곡동)",35.17450957,126.809397,2024-04-30
241,세븐일레븐 광주월곡반월점,광주광역시 광산구 월곡반월로 57(월곡동 560-10),35.16997038,126.8127214,2024-04-30
242,골드마트,광주광역시 광산구 월곡중앙로10번길 21(월곡동 606-10),35.16721623,126.8119876,2024-04-30
243,세븐일레븐 광주산정주공점,광주광역시 광산구 월곡산정로 11(산정동 977-15),35.16676346,126.8034546,2024-04-30
244,세븐일레븐 산정고려점,광주광역시 광산구 산정로 46(산정동 955-12),35.17057369,126.8042997,2024-04-30
245,아시아마트,광주광역시 광산구 산정공원로72번길 21-8(월곡동 490-16),35.17411012,126.8076492,2024-04-30
246,미니스톱 어등한양점,"광주광역시 광산구 여대길 340, 상가동 109호(산정동 1146)",35.16712453,126.7932655,2024-04-30
247,GS25 광주산정초점,광주광역시 광산구 용아로297번길 58-12 (산정동 1110),35.1707522,126.7999101,2024-04-30
248,나비마트,광주광역시 광산구 사암로24번길 60-16(신촌동 829-2),35.14541995,126.8093935,2024-04-30
249,사람과바다,광주광역시 광산구 용아로 230(우산동 1575-2),35.16362838,126.8021379,2024-04-30
250,하남유통마트,광주광역시 광산구 무진대로231번길 29-13(우산동 1577-3),35.16342573,126.8052927,2024-04-30
251,미니스톱 하남어등점,광주광역시 광산구 무진대로231번길 14(우산동 1580-8),35.16289035,126.8062671,2024-04-30
252,세븐일레븐우산5호점,"광주광역시 광산구 사암로216번길 38-12, 하남콜럼버스 앞(우산동 1586-24)",35.16282453,126.810357,2024-04-30
253,하나마트,광주광역시 광산구 사암로171번길 70(우산동 1605-3),35.16015156,126.8040154,2024-04-30
254,화진수퍼,광주광역시 광산구 우산로 85(우산동 1028-24),35.15663443,126.8095938,2024-04-30
255,씨유광주광산점,광주광역시 광산구 우산로95번길 57(우산동 1591-7),35.15876075,126.8115629,2024-04-30
256,GS25 광주우산점,광주광역시 광산구 우산로 120(우산동 1037-2),35.15604531,126.8133043,2024-04-30
257,영암수퍼,"광주광역시 광산구 사암로118번길 127-6(우산동 1039-5, 대덕상가1호)",35.15509291,126.8146369,2024-04-30
258,도울마트 우산점,"광주광역시 광산구 우산로96번길 82, 농협우산점 옆 한울마트->50m(우산동 1074-11)",35.15269067,126.8104243,2024-04-30
259,스토아마트,"광주광역시 광산구 우산로96번길 66, 대덕훼미리@ 상가 도울마트->60m(우산동 1074-1)",35.15337741,126.810309,2024-04-30
260,평화마트,광주광역시 광산구 금봉로 101-1(우산동 1078-11),35.1521505,126.8098018,2024-04-30
261,굿마트,광주광역시 광산구 금봉로 64 (12-9),35.15162006,126.8054939,2024-04-30
262,광미마트,광주광역시 광산구 금봉로 59 (소촌동 9-12),35.15188156,126.8051699,2024-04-30
263,동남수퍼,광주광역시 광산구 상무대로 349(신촌동 1117-23),35.14416056,126.8038533,2024-04-30
264,에덴수퍼,광주광역시 광산구 신흥동길 19(신촌동 1064-10),35.14464631,126.8010957,2024-04-30
265,황금마트,"광주광역시 광산구 상무대로 309-1, 송정공원지하철4번출입구(신촌동 1087-36)",35.14381612,126.7997052,2024-04-30
266,씨유(CU) 광주송정점,"광주광역시 광산구 상무대로 305, 1층(소촌동 519-2)",35.14379573,126.799038,2024-04-30
267,보양수퍼,"광주광역시 광산구 송정공원로23번길 2, 보양@상가(소촌동 506-11)",35.14588997,126.7985605,2024-04-30
268,마을수퍼,광주광역시 광산구 송정공원로11번길 49(소촌동 783-48),35.14516412,126.7965209,2024-04-30
269,소라수퍼,"광주광역시 광산구 송정공원로11번길 66, 맞은편",35.14482885,126.795901,2024-04-30
270,세븐일레븐금호점,광주광역시 광산구 어등대로 665금호타이어정문앞,35.1448459,126.7907305,2024-04-30
271,세븐일레븐 광주소촌공단점,"광주광역시 광산구 어등대로595번길 13, 상가동 101호(운수동 65-50)",35.15203845,126.786834,2024-04-30
272,세븐일레븐광산경철서,광주광역시 광산구 어등대로 537 호반낚시->금호축산건물,35.15230984,126.7819198,2024-04-30
273,마운틴마트 금성점,"광주광역시 광산구 어등대로653번길 33, 소촌서라2차아파트 상가(소촌동 611)",35.14646027,126.7915314,2024-04-30
274,(주)에스엠마트 소촌점,광주광역시 광산구 소촌로152번길 30(소촌동 244-6),35.15747795,126.7951882,2024-04-30
275,마운틴마트어룡점,광주광역시 광산구 소촌로86번길 14(소촌동 286-8),35.1521102,126.7946113,2024-04-30
276,한울민물장어,광주광역시 광산구 어등대로 542(운수동 41-3),35.15185762,126.7820116,2024-04-30
277,CU뉴선운지구점,광주광역시 광산구 선운로 5(선암동 768),35.14850934,126.770109,2024-04-30
278,나비마트,광주광역시 광산구 어등대로665번길 11(소촌동 594-19),35.14546741,126.7912676,2024-04-30
279,삼덕상회,광주광역시 광산구 소촌동528-3,35.14219046,126.7949292,2024-04-30
280,e자연애마트,광주광역시 광산구 사암로24번길 28-13(신촌동 829-1),35.14550224,126.8092247,2024-04-30
281,비타민마켓 소촌점,광주광역시 광산구 금봉로 30(소촌동 128-8),35.15140233,126.8016819,2024-04-30
282,성호마트,광주광역시 광산구 우산동1610-5(사암로171번길 94),35.16030433,126.8026221,2024-04-30
283,호대마트,"광주광역시 광산구 어등대로433번길 62, 호대 후문(서봉동 9-1)",35.1526352,126.7696768,2024-04-30
284,세븐일레븐 광주하남중앙점,광주광역시 광산구 사암로216번길 10-9(우산동 1586-4),35.16293195,126.8091333,2024-04-30
285,해피마트,광주광역시 광산구 사암로215번길 83(우산동 1573-7),35.16384363,126.8037523,2024-04-30
286,미니스톱 뉴하남중앙점,광주광역시 광산구 사암로216번길 38-14(우산동 1585-4),35.16252597,126.8101039,2024-04-30
287,주)영암마트선운점,광주광역시 광산구 선운중앙로 56(선암동 567),35.14784279,126.777994,2024-04-30
288,유한회사 배가유통,"광주광역시 광산구 선운로20번길 53, 1층(선암동 578)",35.14749436,126.7768863,2024-04-30
289,GS25선운중앙점,"광주광역시 광산구 어등대로 418-1, 1층 103호(선암동 764)",35.14883531,126.7696084,2024-04-30
290,씨유선운이지점,"광주광역시 광산구 선운로20번길 48, 1층(선암동 624)",35.14675368,126.7757922,2024-04-30
291,와이마트소촌점,광주광역시 광산구 소촌로86번길 4(소촌동 281-2),35.15191158,126.7935749,2024-04-30
292,cu 선운원룸점,광주광역시 광산구 선운로2번길 1,35.14803734,126.7704189,2024-04-30
293,세븐일레븐 하남나로점,"광주광역시 광산구 무진대로232번길 28, 나로빌딩(우산동 1606-10)",35.16031063,126.8055727,2024-04-30
294,씨유 우산시영점,광주광역시 광산구 사암로171번길 104(우산동 1610-2),35.16032565,126.8020979,2024-04-30
295,미니스톱 소촌공단점,광주광역시 광산구 소촌로 9(소촌동 655-5),35.1471895,126.790456,2024-04-30
296,대명도어산업,광주광역시 광산구 사암로 146(우산동 1023-13),35.15740333,126.8077912,2024-04-30
297,파머스마켓,광주광역시 광산구 사암로215번길 41,35.16364353,126.8059905,2024-04-30
298,미니스톱 소촌모아점,"광주광역시 광산구 소촌로86번길 20-5, 소촌모아2차 상가동 103호(소촌동 290-46)",35.15214734,126.7956802,2024-04-30
299,편의점속의 몽블랑,광주광역시 광산구 상무대로 311(신촌동 1087-4),35.14388463,126.7999273,2024-04-30
300,미니스톱 우산중앙점,광주광역시 광산구 사암로118번길 56(우산동1057-1),35.15447936,126.8103916,2024-04-30
301,세븐일레븐우산중앙로,광주광역시 광산구 사암로130번길 58(우산동 1047-1),35.15573138,126.8105267,2024-04-30
302,농민유통센터,"광주광역시 광산구 어등대로 455, 에스타워(선암동 354)",35.15117268,126.7729366,2024-04-30
303,주식회사 와이마트하남중흥우산점,광주광역시 광산구 풍영철길로 20-4(우산동 1363-13),35.16294015,126.8128334,2024-04-30
304,세븐일레븐무역회관,"광주광역시 광산구 무진대로 272-9, 101호(우산동 1594-1)",35.1602241,126.8104643,2024-04-30
305,대화물류,광주광역시 광산구 소촌로 23(소촌동 656-7),35.14773572,126.7918122,2024-04-30
306,세븐일레븐 광주우산대덕점,광주광역시 광산구 우산로 138(우산동),35.1558802,126.8151416,2024-04-30
307,지에스(GS)25 광주소촌점,"광주광역시 광산구 어등대로665번길 10, 1층 102호(소촌동 594-1)",35.1454036,126.7914783,2024-04-30
308,세븐일레븐 광주우산송우점,광주광역시 광산구 사암로158번길 56(우산동 1027-4),35.15807194,126.8107603,2024-04-30
309,에프엠마트,"광주광역시 광산구 우산로 17, 하남시영상가단지내(우산동 1603-1)",35.15982377,126.8041467,2024-04-30
310,씨유 우산원룸점,"광주광역시 광산구 사암로106번길 13, 1층(우산동 1054-36)",35.15383078,126.8081785,2024-04-30
311,씨유선운이지3차점,"광주광역시 광산구 선운로 55, 제313동(상가동) 101, 102호(선암동 549)",35.15009713,126.7741116,2024-04-30
312,팜스타마트,"광주광역시 광산구 월곡산정로 12, 105동~106호(우산동 1571-2)",35.16631715,126.8038702,2024-04-30
313,와이마트(우산점),"광주광역시 광산구 금봉로 98, 1층(우산동 1086-6)",35.15190086,126.8090216,2024-04-30
314,그린마트,광주광역시 광산구 사암로215번길 16(우산동 1572-6),35.1641281,126.8081937,2024-04-30
315,씨유 첨단주민점,"광주광역시 광산구 첨단중앙로124번길 5, 1층(월계동 874-12)",35.21666708,126.8427736,2024-04-30
316,씨유 광주선운점,"광주광역시 광산구 선운로 65, 상가동 102, 103호(선암동 553)",35.15064951,126.7768992,2024-04-30
317,GS25 광주선운점,"광주광역시 광산구 선운중앙로 45, 선운모아엘가 상가동 101호(선암동 555)",35.14972154,126.7779195,2024-04-30
318,세븐일레븐 선운주공점,"광주광역시 광산구 선운중앙로 68, 상가동 1층(선암동 540)",35.14768579,126.779235,2024-04-30
319,이마트24 광주선암점,광주광역시 광산구 선운로 20번길 40(선암동),35.14684658,126.774998,2024-04-30
320,서진종합유통,"광주광역시 광산구 무진대로231번길 29-9, 1층(우산동 1577-4)",35.16340309,126.8055092,2024-04-30
321,지에스25 광주운수점,광주광역시 광산구 어등대로 581-1(운수동 25-1),35.15120257,126.7862938,2024-04-30
322,이마트24 송정더솔점,"광주광역시 광산구 어등대로 711, 1층(소촌동 529-28)",35.14203042,126.7945261,2024-04-30
323,주)와이마트하남무역점,"광주광역시 광산구 무진대로 278-11, 108동 상가 109호(우산동 1589-3)",35.16031884,126.811159,2024-04-30
324,주)부진런한사람들행암점,"광주광역시 광산구 어등대로 455, 1층(선암동)",35.15117268,126.7729366,2024-04-30
325,주식회사 가람식자재마트,광주광역시 광산구 무진대로 239(우산동 1581-3),35.16231794,126.8068009,2024-04-30
326,세븐일레븐 광주우산행복점,광주광역시 광산구 무진대로212번길 15(우산동 1606-1),35.16082908,126.8037724,2024-04-30
327,GS25 광주산정점,광주광역시 광산구 월곡산정로 19 (산정동 977-9),35.16671352,126.8042339,2024-04-30
328,미니스톱 우산송광점,광주광역시 광산구 사암로106번길 109(우산동 1063-9),35.15365648,126.8135087,2024-04-30
329,로컬푸드빅마트 선운점,"광주광역시 광산구 선운로20번길 40, 1층(선암동 655)",35.14684658,126.774998,2024-04-30
330,씨유(CU)우산중흥점,"광주광역시 광산구 금봉로 113, 1층 102호(우산동 1079-4)",35.15214577,126.8111034,2024-04-30
331,더블유(W)식자재마트,"광주광역시 광산구 소촌로 75, 1층(소촌동 388-1)",35.15126465,126.7928201,2024-04-30
332,세븐일레븐광주우산중흥점,광주광역시 광산구 금봉로 108(우산동 1624),35.15182637,126.8104373,2024-04-30
333,이마트24 롯데시네마 광산점,"광주광역시 광산구 무진대로 272-8, 에이104호(우산동 1597-1)",35.16016327,126.8096635,2024-04-30
334,지에스25 선운원룸점,광주광역시 광산구 선운로 10(선암동 732),35.14833448,126.770543,2024-04-30
335,들래미 종합유통,"광주광역시 광산구 사암로106번길 119, 1층(우산동 1064-3)",35.15371027,126.8142579,2024-04-30
336,세븐일레븐 광주소촌대박점,"광주광역시 광산구 소촌로 147, 101호(소촌동 832-1)",35.15738628,126.7918562,2024-04-30
337,세븐일레븐 광주소촌점,광주광역시 광산구 소촌로152번길 34(소촌동 244-2),35.15744368,126.7957659,2024-04-30
338,한마음새마을금고(우산지점),"광주광역시 광산구 금봉로 106-1, 102호, 103호(우산동 1621)",35.15185939,126.8098814,2024-04-30
339,주식회사 슈퍼마켓자연숲,광주광역시 광산구 목련로153번길 85(운남동 785-1),35.17581868,126.814437,2024-04-30
340,세븐일레븐삼성점,"광주광역시 광산구 임방울대로 144, 삼성아파트 입구(운남동 387-37)",35.1739732,126.8179118,2024-04-30
341,텃밭운남점,"광주광역시 광산구 임방울대로 152, 삼성아파트 옆(운남동 426-1)",35.17478633,126.8182223,2024-04-30
342,GS25신가점,"광주광역시 광산구 신가동 886-6, (신가동사무소 사거리앞)",35.18131377,126.8262117,2024-04-30
343,마운틴마트수완,"광주광역시 광산구 하남대로261번길 11, 수완주공3단지 후문(신가동 1202)",35.18052622,126.8200147,2024-04-30
344,림스마트,"광주광역시 광산구 수완동 1473 (수완우미린 1차 뒷길, 애플타워 방향)",35.18975039,126.8266754,2024-04-30
345,영암마트수완,"광주광역시 광산구 임방울대로215번길 8, 수완중흥S 1차입구(신가동 1287)",35.18080496,126.8170346,2024-04-30
346,하일마트,"광주광역시 광산구 목련로397번길 31, 신가주공 뒷편(신가동 964-1)",35.18388837,126.8308993,2024-04-30
347,세븐일레븐신가진만점,"광주광역시 광산구 목련로394번길 9, 진만초교후문쪽 대로변(신가동 998-8)",35.1838212,126.8329684,2024-04-30
348,한들마트,"광주광역시 광산구 신가동 302-9, 중흥2차아파트 상가(204동앞)",35.1810504,126.8364438,2024-04-30
349,파머스마트,"광주광역시 광산구 신가동 302-42, 중흥2차아파트뒷편",35.18220556,126.8375641,2024-04-30
350,훼미리편의점신가지구,광주광역시 광산구 신가동 1019-1 신가도시공사아파트 상가,35.18366624,126.8378613,2024-04-30
351,롯데슈퍼 신가점,"광주광역시 광산구 수등로258번길 10, 우미이노스빌(신가동 1012)",35.18446046,126.8352867,2024-04-30
352,와이마트신가점,광주광역시 광산구 수등로 274(신가동 1017-7),35.18496457,126.8387557,2024-04-30
353,알리바이신가점,광주광역시 광산구 수등로 253(신가동 986-4),35.18538413,126.8366511,2024-04-30
354,GS25 신가원룸,광주광역시 광산구 수등로243번길 20(신가동 984-20),35.18604054,126.8355503,2024-04-30
355,주공마트,"광주광역시 광산구 신가동 963-1, 신가주공@상가",35.18452849,126.8310818,2024-04-30
356,햇살마트,"광주광역시 광산구 신창로35번길 54, 신창부영7차 아파트상가(신가동 1030)",35.19014464,126.8332213,2024-04-30
357,빛고을마트,"광주광역시 광산구 신창로35번길 20,(신창부영6차 아파트상가)",35.19023742,126.835415,2024-04-30
358,비타민,광주광역시 광산구 신창로 44(신창동 1211-2),35.18915,126.8372627,2024-04-30
359,씨유 광주신창점,"광주광역시 광산구 신창로48번길 35, 1층 현대차 신창정비점 옆(신창동 1201-5)",35.18971589,126.8390351,2024-04-30
360,영암마트신창부영점,"광주광역시 광산구 장신로265번길 22, 부영1차상가(신창동 1187)",35.19269033,126.8400311,2024-04-30
361,유한회사 날마다,"광주광역시 광산구 신창로72번길 10-29, 101호(신창동 1222-4)",35.19140156,126.8387311,2024-04-30
362,GS25시구동키호테,광주광역시 광산구 신창로 70(신창동 1218-1),35.19151215,126.8373738,2024-04-30
363,(주)제이알에스,"광주광역시 광산구 신창로71번길 16, 상가-101(신창동, 부영5차)",35.19351175,126.8364017,2024-04-30
364,도시공사한아름마트,광주광역시 광산구 왕버들로252번길 46(신창동 1268),35.19532804,126.8340624,2024-04-30
365,GS25신창원룸점,광주광역시 광산구 왕버들로252번길 25(신창동 1250-9),35.19529061,126.8358278,2024-04-30
366,GS25신창진흥점,"광주광역시 광산구 신창로138번길 32-3, 신창행정복지센터 뒤(신창동 1136-1)",35.19603672,126.8404634,2024-04-30
367,신창스튜디오,"광주광역시 광산구 신창로106번길 15, 신창중학교 정문옆(신창동 1240-7)",35.19463357,126.8386803,2024-04-30
368,영암마트,"광주광역시 광산구 신창로161번길 19, 신창호반3차상가(신창동 1118)",35.19894505,126.8389785,2024-04-30
369,코스코마트,"광주광역시 광산구 신창로166번길 13-3, 신창초교 정문앞(신창동 1155-8)",35.19878579,126.8419973,2024-04-30
370,환희마트,"광주광역시 광산구 북문대로419번길 62, 보건대앞(신창동 1031-15)",35.19255179,126.8458684,2024-04-30
371,프랜드365편의점,광주광역시 광산구 수완동 1382 수완한복대여점옆,35.19109001,126.8297463,2024-04-30
372,GS25수완점,광주광역시 광산구 수완로74번길 30-2(수완동 1377),35.19161632,126.8304558,2024-04-30
373,농협하나로마트,"광주광역시 광산구 장신로 153, 수완동비아농협본점(수완동 1120)",35.1909828,126.8271058,2024-04-30
374,빛고을마트,"광주광역시 광산구 수완로73번길 40, 수완대주6차아파트 상가(수완동 975)",35.19193995,126.8262876,2024-04-30
375,cu흑석미소점,"광주광역시 광산구 풍영로101번안길 2, 이지더원정문앞(흑석동 595)",35.18111326,126.8114709,2024-04-30
376,상동,광주광역시 광산구 풍영로145번길 90(흑석동 511),35.18332221,126.8097461,2024-04-30
377,신세계마켓,광주광역시 광산구 임방울대로 146(운남동 387-27),35.17424105,126.8179499,2024-04-30
378,영암마트신가호반점,광주광역시 광산구 신가동1048,35.18731526,126.8333293,2024-04-30
379,알리바이수완장덕점,광주광역시 광산구 장덕동 1583,35.19028005,126.8125317,2024-04-30
380,영암마트수완현진점,광주광역시 광산구 임방울대로 376(수완동 958),35.19370589,126.8240514,2024-04-30
381,줌마트,광주광역시 광산구 목련로219번길 25(운남동 387-58),35.17330348,126.8223936,2024-04-30
382,장바구니 신창점,광주광역시 광산구 북문대로419번길 24,35.19316069,126.8478251,2024-04-30
383,파머스마켓,광주광역시 광산구 운남동 775-7(목련로273번길 83),35.17769935,126.8247844,2024-04-30
384,그린365 신창점,광주광역시 광산구 신창로50(신창동1215-5),35.18974126,126.8372429,2024-04-30
385,CU신창원룸점,광주광역시 광산구 신창로105번길 24-3(신창동 1251-7),35.19515778,126.836451,2024-04-30
386,씨유 수완드림점,광주광역시 광산구 수완로 50번길 11,35.18963398,126.8295018,2024-04-30
387,탑할인마트,광주광역시 광산구 수완로 74번길 11-4(수완동),35.19188897,126.8299375,2024-04-30
388,햇살빅마트,광주광역시 광산구 풍영로101번안길 12,35.18159452,126.8105054,2024-04-30
389,이마트24 광주신창점,"광주광역시 광산구 신창로 108, 1층(신창동)",35.1948063,126.8381637,2024-04-30
390,장바구니마트,광주광역시 광산구 수등로94번길 46(신가동),35.1814039,126.8187616,2024-04-30
391,씨유수완원룸점,"광주광역시 광산구 수완로11번길 31, 수완중 길 건너(신가동 1092)",35.18614227,126.8268616,2024-04-30
392,우미마트,광주광역시 광산구 임방울대로 468-9(디와이빌딩101호),35.20189976,126.820877,2024-04-30
393,주)와이마트수완주공,광주광역시 광산구 하남대로261번길 12(신가동 1189),35.18033227,126.8225957,2024-04-30
394,롯데프레시 광주수완점,"광주광역시 광산구 수완로49번길 32, 1층(수완동 1472)",35.18975374,126.8268761,2024-04-30
395,씨유 수완명진점,광주광역시 광산구 수완로10번길 7(수완동 1587),35.18615862,126.8310373,2024-04-30
396,주)다담리테일(운남점),광주광역시 광산구 목련로273번안길 12 (운남동 772-1),35.17840806,126.8241437,2024-04-30
397,SN마트,"광주광역시 광산구 하남대로 288, 햇살빌딩(운남동 774-1)",35.17876199,126.825056,2024-04-30
398,마트싸다(SSADA),광주광역시 광산구 임방울대로358번길 20(수완동 1090),35.19164158,126.8252727,2024-04-30
399,광주농산물유통센터,광주광역시 광산구 임방울대로 261(신가동 1052),35.185028,126.8186595,2024-04-30
400,세븐일레븐수완하나점,광주광역시 광산구 장신로 141(수완동 1085),35.19100746,126.8256359,2024-04-30
401,GS25 신창중앙점,"광주광역시 광산구 신창로86번길 30, 1층(신창동 1227-1)",35.19253122,126.8389244,2024-04-30
402,세븐일레븐 광주수완명진점,광주광역시 광산구 수완로12번길 72(수완동 1588),35.18766654,126.8313233,2024-04-30
403,SM마트,광주광역시 광산구 하남대로261번길 22(신가동 1183),35.18125702,126.8228718,2024-04-30
404,CU광주수완점,"광주광역시 광산구 임방울대로332번길 13, 101호(수완동 1440)",35.18976602,126.8246336,2024-04-30
405,파머스마켓,광주광역시 광산구 목련로273번길83(운남동),35.17768405,126.8247947,2024-04-30
406,미니스톱수완솔빛,"광주광역시 광산구 왕버들로132번길 22, 101호(수완동 908)",35.20113262,126.8222176,2024-04-30
407,와이마트신가풍영점,광주광역시 광산구 수등로258번길 34 (신창동 855-13),35.18229386,126.8378766,2024-04-30
408,이마트24 광주신가원룸점,"광주광역시 광산구 신가삼효로 26, 1층(신가동 978-1)",35.18646653,126.8352933,2024-04-30
409,한아름마트,"광주광역시 광산구 목련로153번길 134, 1동 상가 1층(운남동 782-1)",35.17869832,126.8156113,2024-04-30
410,GS25신가진만,광주광역시 광산구 목련로394번길 9(신가동 998-8),35.1838212,126.8329684,2024-04-30
411,Y마트 수완우미린점,광주광역시 광산구 왕버들로 92(수완동 903),35.2022238,126.8208762,2024-04-30
412,더줌마트 신가점,광주광역시 광산구 신창로35번길 97(신가동),35.18658113,126.8342679,2024-04-30
413,플러스24,"광주광역시 광산구 장신로 143, 109호(수완동 1086)",35.19102025,126.8258817,2024-04-30
414,이마트24광주송촌점,"광주광역시 광산구 임방울대로154-24,상가비동101호(운남동,우방아이유쉘",35.17469023,126.8185757,2024-04-30
415,미니스톱 수완주공점,"광주광역시 광산구 수등로123번길 22, 휴먼시아2차 상가 103(신가동 1064)",35.18506397,126.8233011,2024-04-30
416,GS25 흑석골드점,광주광역시 광산구 풍영로101번안길 3-8(흑석동 585),35.180554,126.8105077,2024-04-30
417,이마트24 광주운남삼성점,"광주광역시 광산구 목련로217번길 42, 1층(운남동 387-74)",35.17414675,126.821693,2024-04-30
418,파인땡큐마트,"광주광역시 광산구 수완로9번길 22-14, 1층(신가동 1115)",35.18589108,126.827126,2024-04-30
419,데이앤데이 편의점,"광주광역시 광산구 수완로 67, 1층(수완동)",35.19130642,126.8285254,2024-04-30
420,세븐일레븐 수완단비점,광주광역시 광산구 수완로74번길 48(수완동 1401),35.19160121,126.8315808,2024-04-30
421,데이앤데이수완점,"광주광역시 광산구 수완로 67, 1층일부(후면서쪽부)(수완동)",35.19130642,126.8285254,2024-04-30
422,씨유 신창햇살점,"광주광역시 광산구 신창로162번길 29-4, 1층(신창동 1159-9)",35.19789537,126.8424362,2024-04-30
423,와이마트 수완현진점,"광주광역시 광산구 임방울대로 376, 상가동 102호(수완동 958)",35.19370589,126.8240514,2024-04-30
424,한아름마트,"광주광역시 광산구 수등로 204, 주공아파트상가 101호, 102호(신가동 963-1)",35.18483402,126.8307355,2024-04-30
425,에브리마켓,"광주광역시 광산구 여대길 303, 상가동101호,102호(어등산 한국아델리움)",35.16665261,126.7939742,2024-04-30
426,주식회사 에스엠마트 신가점,"광주광역시 광산구 수등로258번길 3-11, 1층(신가동 1017-13)",35.18482995,126.8384478,2024-04-30
427,세븐일레븐 광주하남중흥점,"광주광역시 광산구 목련로21번길 20, 132동 103층(산정동 1060)",35.17563253,126.8003655,2024-04-30
428,세븐신가중앙점,광주광역시 광산구 목련로381번길 8(신가동),35.18275449,126.8322824,2024-04-30
429,이마트24 수완장덕점,"광주광역시 광산구 풍영로169번길 16, 숲안애@ 101동 107~108호(장덕동 1601)",35.1867635,126.8135774,2024-04-30
430,유(U) 마켓,"광주광역시 광산구 풍영로330번길 15, 휴먼시아8단지 상가동 103호,104호(장덕동 1098)",35.20204144,126.8157011,2024-04-30
431,세븐일레븐수완스타점,"광주광역시 광산구 수완로49번길 10, 1층 101호(수완동 1466)",35.18971738,126.8280466,2024-04-30
432,에브리 마트,"광주광역시 광산구 신창로 8-16, 101호(신가동)",35.18583878,126.8385376,2024-04-30
433,유한회사 슈퍼마켓자연숲본점,"광주광역시 광산구 신가삼효로 19, 1층(신가동 462)",35.18643558,126.8344755,2024-04-30
434,CU 장덕주공점,광주광역시 광산구 풍영로329번길 51(장덕동 1044),35.20047438,126.8117949,2024-04-30
435,세븐일레븐 광주운남지구점,광주광역시 광산구 목련로153번길 79-1(운남동 785-4),35.17539549,126.8140811,2024-04-30
436,지에스25 광주삼성점,"광주광역시 광산구 임방울대로 142-12, 상가동 1층 101호(운남동 387-22)",35.17200663,126.8194865,2024-04-30
437,씨엘텍,"광주광역시 광산구 사암로 429, 1층(흑석동 53)",35.18264756,126.8086675,2024-04-30
438,유한회사루벨이마트24 광주세계로점,"광주광역시 광산구 장신로 81, 105호(장덕동 1297)",35.19193068,126.8182525,2024-04-30
